CodeName,Order,q_id,content,answers,content_en,answers_en
*-*-*-*-*,*-*-*-00247,T26-00247,오해를 풀 때 가장 효과적인 방법은?,"솔직한 대화, 편지, 술자리",What's the best way to resolve misunderstandings?,"Honest talk, letter, drinks"
*-*-*-*-*,*-*-*-00248,T26-00248,스트레스받으면 제일 먼저 하는 일은?,"한숨 쉬기, 단거 먹기, 욕하기",What's the first thing you do when you get stressed?,"Sigh, eat sweets, swear"
*-*-*-*-*,*-*-*-00249,T26-00249,"연애를 시작하고 싶을 때, 어떻게 하는 편이야?","어플 켜기, 소개팅 조르기, 헌팅",How do you usually go about starting a relationship?,"Open dating app, beg for a blind date, go hunting"
*-*-*-*-*,*-*-*-00250,T26-00250,연애 고민은 주로 누구와 나누는 편이야?,"가족, 친구, 커뮤니티",Who do you usually share your relationship worries with?,"Family, friends, online community"
*-*-*-*-*,*-*-*-00251,T26-00251,앞으로 하고 싶은 연애는 어떤 모습이야?,"결혼 전제, 편안함, 불타는 사랑",What kind of relationship do you want in the future?,"Marriage-focused, comfort, passionate love"
*-*-*-*-*,*-*-*-00252,T26-00252,나만의 연애 고민 해결법은?,"친구 수다, 사주/타로, 혼자 생각",What's your go-to solution for relationship problems?,"Chat with friends, fortune telling, think alone"
*-*-*-*-*,*-*-*-00253,T26-00253,요즘 나를 괴롭히는 감정은?,"불안, 우울, 짜증, 허무",What emotion is bugging you lately?,"Anxiety, depression, annoyance, emptiness"
*-*-*-*-*,*-*-*-00254,T26-00254,썸 깰 때 제일 정떨어지는 행동은?,"맞춤법 파괴, 허세, 욕설, 쩝쩝",What's the biggest deal-breaker when you're getting to know someone?,"Bad spelling, bragging, swearing, loud chewing"
*-*-*-*-*,*-*-*-00255,T26-00255,고민 상담 0순위는 누구?,"엄마, 단짝, 애인, 없음",Who's your #1 for advice?,"Mom, bestie, partner, no one"
*-*-*-*-*,*-*-*-00256,T26-00256,나에게 이상적인 관계란?,"친구 같은 연인, 서로 윈윈",What does your ideal relationship look like?,"Like a best friend, Win-win situation"
*-*-*-*-*,*-*-*-00257,T26-00257,지금 나의 기분 상태는?,"그럭저럭, 최악, 최고, 쏘쏘",How are you feeling right now?,"Okay, Terrible, Amazing, So-so"
*-*-*-*-*,*-*-*-00258,T26-00258,지금 상담받고 싶은 주제는?,"진로, 연애, 인간관계, 돈",What's a topic you'd want to talk about in therapy right now?,"Career, Dating, Relationships, Money"
*-*-*-*-*,*-*-*-00259,T26-00259,최근 셀프 선물로 뭘 샀는?,"옷, 맛있는 거, 굿즈, 화장품",What did you buy as a treat for yourself recently?,"Clothes, Tasty food, Merch, Makeup"
*-*-*-*-*,*-*-*-00260,T26-00260,나만의 인생 조언은?,"존버는 승리한다, 피할 수 없으면 즐겨라",What's one piece of life advice you swear by?,"Hang in there, it pays off, If you can't avoid it, enjoy it"
*-*-*-*-*,*-*-*-00261,T26-00261,지금 배우고 싶은 분야는?,"재테크, 운동, 외국어, 요리",What's a field you want to learn about right now?,"Finance, Exercise, Foreign language, Cooking"
*-*-*-*-*,*-*-*-00262,T26-00262,패션에서 제일 중요한 것은?,"핏, 브랜드, 색감, 자신감",What's the most important thing in fashion?,"Fit, Brand, Color, Confidence"
*-*-*-*-*,*-*-*-00263,T26-00263,다른 직업을 갖는다면 뭐 하고 싶어?,"유튜버, 건물주, 연예인, 카페사장","If you could have another job, what would it be?","Youtuber, Landlord, Celebrity, Cafe owner"
*-*-*-*-*,*-*-*-00264,T26-00264,좋아하면 내 행동이 변하는 편?,"뚝딱거림, 말 많아짐, 꾸밈",Do you act differently when you like someone?,"Awkwardness, Talkative, Dress up"
*-*-*-*-*,*-*-*-00265,T26-00265,MBTI 궁합 믿는 편?,"완전 믿음, 재미로 봄, 안 믿음",Do you believe in MBTI compatibility?,"Totally, Just for fun, Not at all"
*-*-*-*-*,*-*-*-00266,T26-00266,고백할 때 필살기는?,"확신, 무드, 멘트, 선물",What's your secret weapon when confessing your feelings?,"Conviction, Ambiance, Words, Gift"
*-*-*-*-*,*-*-*-00267,T26-00267,요즘 제일 설레는 일은?,"택배, 주말, 월급, 썸",What's the most exciting thing happening lately?,"Packages, Weekend, Paycheck, Flirting"
*-*-*-*-*,*-*-*-00268,T26-00268,요즘 푹 빠져있는 것은?,"유튜브, 아이돌, 운동, 게임",What are you obsessed with these days?,"Youtube, Idols, Working out, Games"
*-*-*-*-*,*-*-*-00269,T26-00269,결혼 생활에 가장 필수적인 조건은?,"경제력, 성격, 속궁합, 자녀",What's the most essential condition for a happy marriage?,"Financial stability, Personality, Chemistry, Children"
*-*-*-*-*,*-*-*-00270,T26-00270,기념일에 해주고 싶은 것은?,"호캉스, 명품 선물, 손편지, 요리",What would you want to do for an anniversary?,"Staycation, Luxury gift, Handwritten letter, Cooking"
*-*-*-*-*,*-*-*-00271,T26-00271,연인과 싸우면 어떻게 푸는 편?,"먼저 사과, 잠수, 논리적 반박",How do you usually resolve fights with your SO?,"Apologize first, disappear, logical rebuttal"
*-*-*-*-*,*-*-*-00272,T26-00272,제일 기대되는 나의 미래는?,"부자, 전문가, 행복한 가정, 자유인",What are you most looking forward to in your future?,"Being rich, being an expert, happy family, being free"
*-*-*-*-*,*-*-*-00273,T26-00273,연애에서 가장 중요하게 생각하는 가치는?,"즐거움, 안정감, 성장, 배려",What's the most important value to you in a relationship?,"Fun, stability, growth, consideration"
*-*-*-*-*,*-*-*-00274,T26-00274,나를 가장 힘들게 하는 감정은?,"열등감, 후회, 질투, 분노",What emotion gets you down the most?,"Inferiority, regret, jealousy, anger"
*-*-*-*-*,*-*-*-00275,T26-00275,다음 휴가에 추천하고 싶은 여행지는?,"제주도, 동남아, 유럽, 집",Where would you recommend I go on my next vacation?,"Jeju Island, Southeast Asia, Europe, home"
*-*-*-*-*,*-*-*-00276,T26-00276,연애에서 원하는 느낌은?,"포근함, 짜릿함, 든든함",What kind of vibe do you want in a relationship?,"Comfort, excitement, reliability"
*-*-*-*-*,*-*-*-00277,T26-00277,지금 제일 큰 고민거리는?,"돈, 취업, 이직, 결혼",What's your biggest worry right now?,"Money, getting a job, changing jobs, marriage"
*-*-*-*-*,*-*-*-00278,T26-00278,올해 가장 기대되는 변화는?,"몸매 변화, 통장 잔고, 연애 상태",What change are you most hoping for this year?,"Body transformation, bank balance, relationship status"
*-*-*-*-*,*-*-*-00279,T26-00279,나를 에너지 뿜뿜하게 만드는 활동은?,"노래방, 운동, 수다, 춤",What activity gives you the most energy?,"Karaoke, exercise, chatting, dancing"
*-*-*-*-*,*-*-*-00280,T26-00280,새로 배우고 싶은 스킬은?,"운전, 수영, 골프, 편집",What's a new skill you'd like to learn?,"Driving, swimming, golf, editing"
*-*-*-*-*,*-*-*-00281,T26-00281,연애할 때 절대 참을 수 없는 행동은?,"비교하기, 폰 검사, 약속 어기기",What behavior do you absolutely HATE in a relationship?,"Comparing, checking phone, breaking promises"
*-*-*-*-*,*-*-*-00282,T26-00282,요즘 심리적 문제는?,"불면증, 무기력증, 대인기피",What's been your biggest mental hang-up lately?,"Insomnia, lethargy, social anxiety"
*-*-*-*-*,*-*-*-00283,T26-00283,부자가 되려면 버려야 할 습관은?,"과소비, 늦잠, 택시 타기",What habit should you ditch to get rich?,"Overspending, sleeping in, taking taxis"
*-*-*-*-*,*-*-*-00284,T26-00284,연인에게 바라는 단 한 가지는?,"변치 않기, 내 편 되기, 거짓말 X",What's the one thing you want from your partner?,"Never change, take my side, no lies"
*-*-*-*-*,*-*-*-00285,T26-00285,지금 내 심리 상태를 나타내는 키워드는?,"안정, 불안, 권태, 흥분",What's a keyword that describes your current mental state?,"Stability, anxiety, boredom, excitement"
*-*-*-*-*,*-*-*-00286,T26-00286,제일 좋아하는 운동은?,"숨쉬기, 걷기, 헬스, 요가",Fave workout?,"Breathing, walking, gym, yoga"
*-*-*-*-*,*-*-*-00287,T26-00287,친구 사이에서 가장 중요하게 생각하는 가치는?,"의리, 공감, 재미, 비밀 유지",What's the most important value in a friendship?,"Loyalty, empathy, fun, keeping secrets"
*-*-*-*-*,*-*-*-00288,T26-00288,결혼 후에 달라진 점은?,"책임감, 체중, 생활 패턴, 안정감",How's married life changed you?,"Responsibility, weight, routine, stability"
*-*-*-*-*,*-*-*-00289,T26-00289,나를 설레게 하는 것은?,"새 신발, 여행 가방, 입금 알림",What makes you feel excited?,"New shoes, travel bag, getting paid"
*-*-*-*-*,*-*-*-00290,T26-00290,선호하는 운동 스타일은?,"혼자 하기, 같이 하기, 빡세게, 설렁설렁",Workout style: solo or group?,"Solo, group, intense, chill"
*-*-*-*-*,*-*-*-00291,T26-00291,하루 중 가장 행복한 시간은?,"퇴근 직후, 샤워 후, 맥주 한잔",Happiest time of the day?,"Right after work, after a shower, a beer"
*-*-*-*-*,*-*-*-00292,T26-00292,연애 조언은 누구한테 구하는?,"경험 많은 친구, 인터넷, 타로",Who do you ask for relationship advice?,"Experienced friend, the internet, tarot"
*-*-*-*-*,*-*-*-00293,T26-00293,새로운 인연은 어떻게 만나는?,"소개팅, 자만추, 헌팅, 동호회",How do you meet new people?,"Blind date, naturally, hitting on, club"
*-*-*-*-*,*-*-*-00294,T26-00294,상대에게 해주고 싶은 칭찬은?,"오늘 예쁘다/멋지다, 센스 있다",What compliment would you give someone?,"Looking good today, you're witty"
*-*-*-*-*,*-*-*-00295,T26-00295,맘에 드는 사람이 있으면 하는 행동은?,"계속 쳐다봄, 리액션 부자, 칼답",What do you do when you like someone?,"Stare a lot, big reactions, fast replies"
*-*-*-*-*,*-*-*-00296,T26-00296,힘들 때 누구한테 기대는?,"엄마, 아빠, 친구, 애인",Who do you lean on when you're having a tough time?,"Mom, dad, friend, partner"
*-*-*-*-*,*-*-*-00297,T26-00297,연애의 기본은?,"예의, 연락, 표현",What's the foundation of a relationship?,"Respect, communication, expression"
*-*-*-*-*,*-*-*-00298,T26-00298,연애 상대를 고를 때 가장 중요한 포인트는?,"외모, 능력, 티키타카",What's the most important thing when choosing a partner?,"Looks, ability, chemistry"
*-*-*-*-*,*-*-*-00299,T26-00299,연애 고민 생기면 어떻게 하는 편이야?,"친구 소집, 혼술, 일기 쓰기",What do you usually do when relationship problems arise?,"Call friends, drink alone, write in a diary"
*-*-*-*-*,*-*-*-00300,T26-00300,부자 되면 1순위로 뭘 할 거야?,"퇴사, 차 바꾸기, 명품 쇼핑","If you got rich, what's the very first thing you'd do?","Quit job, new car, luxury shopping"
*-*-*-*-*,*-*-*-00301,T26-00301,요즘 내 마음은 어떤 상태?,"싱숭생숭, 평온, 우울, 신남",What's my mood like lately?,"Restless, peaceful, down, excited"
*-*-*-*-*,*-*-*-00302,T26-00302,결혼에 있어 필수로 생각하는 요소는?,"사랑, 돈, 의리, 자녀",What elements are must-haves for marriage?,"Love, money, loyalty, kids"
*-*-*-*-*,*-*-*-00303,T26-00303,요즘 내 머릿속을 가득 채운 생각은?,"돈 생각, 퇴사 생각, 연애 생각",What thoughts have been filling my mind lately?,"Money thoughts, quitting thoughts, dating thoughts"
*-*-*-*-*,*-*-*-00304,T26-00304,첫인상을 결정짓는 가장 큰 요소는?,"얼굴, 목소리, 옷차림, 향기",What's the biggest factor that determines a first impression?,"Face, voice, outfit, scent"
*-*-*-*-*,*-*-*-00305,T26-00305,내 MBTI는?,"E(외향), I(내향), S(감각), N(직관)",My MBTI is?,"E (Extrovert), I (Introvert), S (Sensing), N (Intuition)"
*-*-*-*-*,*-*-*-00306,T26-00306,장기 연애의 비결은 뭐라고 생각해?,"편안함, 신뢰, 적당한 무관심",What do you think is the secret to a long-term relationship?,"Comfort, trust, a little indifference"
*-*-*-*-*,*-*-*-00307,T26-00307,고민 생기면 주로 어떻게 해결하는 편이야?,"잠으로 회피, 수다로 풀기, 해결책 찾기",How do you usually deal with worries when they arise?,"Sleep it off, vent with friends, find a solution"
*-*-*-*-*,*-*-*-00308,T26-00308,인간관계 핵심은?,"기브 앤 테이크, 진심, 적당한 거리",Key to relationships?,"Give and take, sincerity, appropriate distance"
*-*-*-*-*,*-*-*-00309,T26-00309,피곤할 때 나만의 꿀팁이 있다면?,"박카스, 마사지, 찜질방, 낮잠",If I have my own tips when I'm tired?,"Energy drink, massage, sauna, nap"
*-*-*-*-*,*-*-*-00310,T26-00310,새롭게 시도해보고 싶은 대화법은?,"경청하기, 칭찬하기, 눈 맞추기",What kind of conversation style do I want to try?,"Listening, complimenting, eye contact"
*-*-*-*-*,*-*-*-00311,T26-00311,좋은 관계를 위해서 내가 할 수 있는 행동은?,"약속 지키기, 경청, 먼저 연락",What actions can I take to foster a good relationship?,"Keeping promises, listening, reaching out first"
*-*-*-*-*,*-*-*-00312,T26-00312,미래에 꼭 하고 싶은 직업은?,"유튜버, 카페 사장, 프리랜서",What's a dream job you'd love to have in the future?,"Youtuber, cafe owner, freelancer"
*-*-*-*-*,*-*-*-00313,T26-00313,연인에게 가장 바라는 점은?,"내 편 들기, 연락 잘하기, 표현하기",What is the thing I want most from my partner?,"Taking my side, good communication, showing affection"
*-*-*-*-*,*-*-*-00314,T26-00314,마음이 복잡할 때 주로 하는 일은?,"청소, 정리, 걷기, 멍때리기",What do you usually do when your mind is a mess?,"Cleaning, organizing, walking, spacing out"
*-*-*-*-*,*-*-*-00315,T26-00315,살면서 가장 보람을 느끼는 활동은?,"봉사, 기부, 칭찬 듣기, 목표 달성",What activities feel most rewarding in life?,"Volunteering, donating, getting compliments, achieving goals"
*-*-*-*-*,*-*-*-00316,T26-00316,최근에 설렜던 순간은?,"눈 마주칠 때, 맛있는 거 먹을 때",What was a moment you felt butterflies recently?,"Eye contact, eating something delicious"
*-*-*-*-*,*-*-*-00317,T26-00317,기분 좋을 때 주로 뭐 하는 편이야?,"콧노래, 춤추기, 한턱쏘기",What do you usually do when you're in a good mood?,"Hum, dance, treat someone"
*-*-*-*-*,*-*-*-00318,T26-00318,꼭 이루고 싶은 목표는?,"내 집 마련, 몸짱, 1억 모으기",What's a goal you're really chasing?,"Own a home, get fit, save a ton of money"
*-*-*-*-*,*-*-*-00319,T26-00319,새롭게 도전하고 싶은 취미는?,"서핑, 디제잉, 그림, 글쓰기",What's a hobby you'd love to try?,"Surfing, DJing, painting, writing"
*-*-*-*-*,*-*-*-00320,T26-00320,최근에 나를 설레게 했던 작은 일은?,"길고양이 만남, 버스 바로 옴",What's a small thing that made you happy recently?,"Seeing a stray cat, the bus coming right away"
*-*-*-*-*,*-*-*-00321,T26-00321,어릴 적 가장 강렬했던 추억은?,"운동회, 소풍, 장기자랑, 받아쓰기",What's your most vivid childhood memory?,"Sports day, picnic, talent show, spelling tests"
*-*-*-*-*,*-*-*-00322,T26-00322,나를 위한 새로운 도전은 뭘 하고 있어?,"나 홀로 여행, 바디프로필, 자격증",What's a new challenge you're taking on for yourself?,"Solo trip, body profile photoshoot, certification"
*-*-*-*-*,*-*-*-00323,T26-00323,연락의 중요성은?,"생명줄, 적당히, 용건만",How important is staying in touch?,"Lifeline, in moderation, only when necessary"
*-*-*-*-*,*-*-*-00324,T26-00324,조언 구하기 제일 편한 사람은?,"동네 친구, 선배, 형제",Who's the easiest person to ask for advice?,"Neighborhood friend, senior, sibling"
*-*-*-*-*,*-*-*-00325,T26-00325,여행 준비하면서 제일 설레는 순간은?,"공항, 맛집 검색, 숙소, 면세점",What's the most exciting part of getting ready for a trip?,"The airport, searching for good eats, the hotel, duty-free"
*-*-*-*-*,*-*-*-00326,T26-00326,사랑에 빠진다는 건 어떤 느낌일까?,"세상이 아름다움, 붕 뜬 기분",What does falling in love feel like?,"The world is beautiful, floating"
*-*-*-*-*,*-*-*-00327,T26-00327,나의 성장을 위해서 뭐가 필요할까?,"독서, 경험, 실패, 멘토",What do I need to grow?,"Reading, experience, failure, a mentor"
*-*-*-*-*,*-*-*-00328,T26-00328,어떤 초능력을 갖고 싶어?,"순간이동, 투명인간, 시간여행",What superpower would you want?,"Teleportation, invisibility, time travel"
*-*-*-*-*,*-*-*-00329,T26-00329,일상 속에서 문득 설레는 순간은?,"퇴근 시간, 금요일 밤, 택배 도착",What's a moment of excitement in your daily life?,"Quitting time, Friday night, package arriving"
*-*-*-*-*,*-*-*-00330,T26-00330,미래를 위해서 어떤 도전을 계획하고 있어?,"창업, 유학, 이민, 결혼",What challenge are you planning for the future?,"Start a business, study abroad, immigration, marriage"
*-*-B-Ar-L3,B-Ar-L3-00331,T26-00331,내 술버릇 중 젤 웃긴 썰은?,"고양이 상담, 낙엽 결제, 전 애인한테 고백",What's the funniest story about my drinking habits?,"Counseling cats, paying with fallen leaves, confessing to an ex"
*-*-B-Ar-L3,B-Ar-L3-00332,T26-00332,어젯밤 기억 중에 제일 마지막 장면은?,"첫 잔 건배, 노랫소리, 2차 가자는 말",What's the last thing you remember from last night?,"The first toast, the sound of singing, someone suggesting a second round"
*-*-B-Ar-L3,B-Ar-L3-00333,T26-00333,술 깨고 제일 후회했던 적은?,"새벽 카톡, 카드 결제 문자, 기억 안 나는 막말",What's the thing you've most regretted after sobering up?,"Late-night texts, credit card alerts, remembering the harsh things I said"
*-*-Fa-Fs-L4,Fa-Fs-L4-00334,T26-00334,숙취 증상 중에 제일 심한 건?,"깨질 듯한 두통, 심한 무기력감, 숙취 스타일 변화",What's the worst part of your hangover?,"Pounding headache, extreme lethargy, a change in my hangover style"
*-*-Fa-Fs-L4,Fa-Fs-L4-00335,T26-00335,요즘 스트레스 해소하는 방법은?,"멍 때리면서 영화, 그냥 걷기, 딱히 없어, 계속 고민",How do you relieve stress these days?,"Watching mindless movies, just walking, not really, constant worrying"
*-*-Fa-Fs-L4,Fa-Fs-L4-00336,T26-00336,가족 간의 음주에 대한 생각은?,"모여서 진솔한 대화, 전문가 도움, 솔직히 막막함",What do you think about families drinking together?,"A chance for honest conversations, seeking professional help, honestly, I feel lost"
*-*-Lo-Sw-L3,Lo-Sw-L3-00337,T26-00337,내 술버릇 중 제일 최악인 점은?,"무한 말 반복, 과도한 텐션, 과한 스킨십?",What's the worst thing about my drinking habits?,"Repeating myself endlessly, over-the-top energy, too much physical touch?"
*-*-Lo-Sw-L3,Lo-Sw-L3-00338,T26-00338,"그때, 제일 서운했던 것은?","무시하는 태도, 얕잡아 보는 말투, 상처 주는 말",What was the most hurtful thing then?,"Being ignored, a condescending tone, hurtful words"
*-*-Lo-Sw-L3,Lo-Sw-L3-00339,T26-00339,술 말고 재밌게 놀 수 있는 방법은?,"땀 흘리는 운동, 같이 하는 취미, 갑작스런 여행",What else can we do for fun besides drinking?,"Sweaty exercise, shared hobbies, spontaneous trips"
*-*-B-Ar-L3,B-Ar-L3-00340,T26-00340,내 술버릇 중 젤 웃긴 썰은?,"고양이 상담, 낙엽 결제, 전 애인한테 고백",What's the funniest story about my drinking habits?,"Counseling cats, paying with fallen leaves, confessing to an ex"
*-*-B-Ar-L3,B-Ar-L3-00341,T26-00341,어젯밤에 기억나는 것은?,"첫 잔, 춤, 택시비 폭탄",What do you remember from last night?,"The first drink, dancing, crazy taxi fare"
*-*-B-Ar-L3,B-Ar-L3-00342,T26-00342,술 깨고 제일 후회한 순간은?,"카톡 실수, 과소비, 블랙아웃",What's the moment you regretted most after sobering up?,"Drunk texts, overspending, blacking out"
*-*-Fa-Fs-L4,Fa-Fs-L4-00343,T26-00343,술 마신 다음 날 제일 힘든 건?,"심한 두통, 늘어짐, 속 안 좋음",What's the hardest part about the day after drinking?,"Terrible headache, feeling lazy, upset stomach"
*-*-Fa-Fs-L4,Fa-Fs-L4-00344,T26-00344,요즘 스트레스 해소는 어떻게 하는?,"혼영, 산책, 친구 수다",How have you been relieving stress lately?,"Solo movie, walking, chatting with friends"
*-*-Fa-Fs-L4,Fa-Fs-L4-00345,T26-00345,"음주 문제, 어떻게 해결해야 하는?","진솔한 대화, 상담, 자제 노력",What should I do about my drinking problem?,"Honest conversation, therapy, trying to control myself"
*-*-Lo-Sw-L3,Lo-Sw-L3-00346,T26-00346,내 술버릇 중에 젤 힘든 점은?,"같은 말 반복, 과도한 흥, 잦은 스킨십",What's the most annoying thing about my drinking habits?,"Repeating the same thing, being overly excited, too much physical contact"
*-*-Lo-Sw-L3,Lo-Sw-L3-00347,T26-00347,최근에 서운했던 일은?,"무시하는 태도, 기분 나쁜 말투, 상처 주는 말",Have you felt hurt recently?,"Being ignored, unpleasant tone, hurtful words"
*-*-Lo-Sw-L3,Lo-Sw-L3-00348,T26-00348,술 말고 재밌는 것은?,"운동 배우기, 새로운 취미, 즉흥 여행",What's something fun to do besides drinking?,"Learning a sport, new hobby, spontaneous trip"
*-*-B-Dc-L2,B-Dc-L2-00349,T26-00349,‘아무거나’ 시켰는데 최악은?,"정체불명 죽, 흰 쌀밥, 고급 코스",What's the worst thing you got when you said 'anything'?,"Mystery porridge, plain white rice, fancy course meal"
*-*-B-Dc-L2,B-Dc-L2-00350,T26-00350,귀찮을 때 해 먹는 요리는?,"쌈장 라면, 대충 김쌈, 남은 만두피",What do you cook when you're too lazy to cook?,"Ssamjang ramen, lazy seaweed wrap, leftover dumpling wrappers"
*-*-B-Dc-L2,B-Dc-L2-00351,T26-00351,제일 특이한 배달 조합은?,떡볶이에 밥!,What's the most unusual delivery food combination you've ever ordered?,Tteokbokki with rice!
*-*-Fa-Fs-L2,Fa-Fs-L2-00352,T26-00352,나만 맛있다는 메뉴는?,수제 돈가스!,What's a dish that only I seem to find delicious?,Homemade Tonkatsu!
*-*-Fa-Fs-L2,Fa-Fs-L2-00353,T26-00353,의외로 제일 잘 만드는 요리는?,김치전이지!,What's a surprisingly good dish you make?,"Kimchi pancake, of course!"
*-*-Fa-Fs-L2,Fa-Fs-L2-00354,T26-00354,최근 충동 구매한 음식은?,과자 한 박스,What's the most recent food you bought on impulse?,A whole box of snacks
*-*-Lo-Sw-L2,Lo-Sw-L2-00355,T26-00355,억지로 맛있다고 해본 음식은?,선짓국... 윽,What's a food you've pretended to like?,Seonjiguk (Ox Blood Soup)... Ugh
*-*-B-Sc-L4,B-Sc-L4-00356,T26-00356,고백할 걸 후회하는 순간은?,그 골목길에서,What's a moment you regret not confessing?,In that alleyway
*-*-Fa-Sw-L3,Fa-Sw-L3-00357,T26-00357,갑자기 떠오르는 물건은?,꽂혀있던 이어폰,What's an object that suddenly comes to mind?,Headphones that were plugged in
*-*-Fa-Sw-L3,Fa-Sw-L3-00358,T26-00358,우린 앞으로 무슨 사이가 될까?,베스트 프렌드지!,What kind of relationship do you think we'll have in the future?,"Best friends, of course!"
*-*-Fa-Sw-L3,Fa-Sw-L3-00359,T26-00359,나한테 뭘 부탁하고 싶은 건?,당연히 떡볶이!,What would you like to ask me to do for you?,"Tteokbokki, obviously!"
*-*-Lo-Sw-L3,Lo-Sw-L3-00360,T26-00360,"장거리 연애 약속, 뭘 정하면 좋을까?",매일 달 사진!,"If we made a long-distance relationship promise, what would be a good one to make?",Sending each other moon pictures every day!
*-*-B-Sc-L3,B-Sc-L3-00361,T26-00361,독서 허세 부린 것 중에 제일 후회되는 건?,"인스타 감성 카페, 어려운 책 읽는 척, 책에 밑줄 긋기",What's the most embarrassing thing you did to show off your 'intellectual' side with books?,"Instagrammable cafes, pretending to read difficult books, underlining passages in books"
*-*-Fa-Fs-L4,Fa-Fs-L4-00362,T26-00362,필사하다가 내 얘기 같았던 구절은?,"나를 찾아가는 과정, 나만의 기준 세우기, 속도보다 방향","While writing something down word for word, have you ever found a passage that resonated with your own life?","The process of finding myself, setting my own standards, direction over speed"
*-*-Lo-Sw-L4,Lo-Sw-L4-00363,T26-00363,책 읽으면서 위로받는 순간은?,"세상과 단절될 때, 모든 걸 멈추고 싶을 때, 나만의 속도로 갈 때",When do you feel comforted by reading a book?,"When I feel disconnected from the world, when I want to stop everything, when I'm going at my own pace"
*-*-Lo-Sw-L4,Lo-Sw-L4-00364,T26-00364,나만의 무기라고 할 만한 것은?,"나만의 확고한 기준, 당연한 건 없다는 생각, 나만의 논리",What would you say is your unique weapon or strength?,"My own firm standards, the belief that nothing is a given, my own logic"
*-*-Lo-Sw-L4,Lo-Sw-L4-00365,T26-00365,우리 관계를 떠올리게 하는 문장은?,"세상을 넓혀주는 관계, 기댈 수 있는 사람, 함께 답을 찾는 과정",What's a sentence that reminds you of our relationship?,"A relationship that broadens horizons, someone to lean on, the process of finding answers together"
*-*-B-Ar-L4,B-Ar-L4-00366,T26-00366,SNS에서 산 것 중에 제일 후회되는 것은?,"인플루언서 핏, 현실은 난민 핏, 친구들의 당황한 눈빛, 거울 보고 웃픈 현실",What's the most regrettable item you bought from social media?,"The influencer's fit, reality is a refugee's fit, my friend's shocked eyes, a bitter smile looking in the mirror"
